task	model	src	target	prediction	score	price	n_tokens	src_n_words
br2fr	llama3-70b-8192	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après avoir empaqueté, il faut déballer pour travailler, et dans l'un des états de mes livres, j'ai retrouvé le « Dictionnaire breton-français » d'Emile Ernault (1852-1938) publié en 1927	0.937179221755856	0.0	762	29
br2fr	llama3-70b-8192	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	1.0000000921797914	0.0	762	11
br2fr	llama3-70b-8192	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas pauvre et sans valeur	0.9689933184264934	0.0	762	10
br2fr	llama3-70b-8192	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Il y a un trésor de mots à l'intérieur, des mots que j'ai entendus prononcer par sa femme, une dame Henri, une Oueloùardez qui avait une langue très riche	0.7376040884962334	0.0	762	26
br2fr	llama3-70b-8192	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton tout seul à Saint-Brieuc et était un grand homme, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une langue, il faut parler et écouter les bretonnants authentiques	0.9063098217342028	0.0	762	40
br2fr	llama3-70b-8192	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il avait également suivi les cours de Jozef Loth à Rennes	0.9164824112413535	0.0	762	10
br2fr	llama3-70b-8192	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	0.9999409024504604	0.0	762	8
br2fr	llama3-70b-8192	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Comme il aimait apprendre les langues, il pensait que ce dictionnaire pourrait plaire à son fils	0.863853981776764	0.0	762	19
br2fr	mistral-large-2402	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Vocabulaire : dictionnaire Ernod 1927	0.6936679341400195	0.0	821	5
br2fr	mistral-large-2402	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 À la fin, il y a beaucoup de pages noires à jeter	0.322136221260584	0.0	821	13
br2fr	mistral-large-2402	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	" Après avoir cuisiné, on peut cuisiner pour faire, et dans l'un des petits livres que j'ai trouvés, j'ai trouvé un ""Petit dictionnaire français-breton"" d'Emile Ernault (1852-1938) publié en 1927"	0.7194266161209548	0.0	821	29
br2fr	mistral-large-2402	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 Un petit morceau de livre mesure 9 centimètres sur 13,5 centimètres	0.8702074581191804	0.0	821	11
br2fr	mistral-large-2402	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas toujours pauvre et riche	0.8448344492516061	0.0	821	10
br2fr	mistral-large-2402	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Il y a une liste de mots à l'intérieur, des mots entendus par son oncle, un certain M. Herri, un étranger qui parlait sa langue	0.6679154548536508	0.0	821	26
br2fr	mistral-large-2402	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault a appris le breton seul à Saint-Brieuc et en grandissant, il a dû apprendre cette langue, car quand on apprend une nouvelle langue, on doit parler et apprendre des Bretons natifs	0.8626115418352025	0.0	821	40
br2fr	mistral-large-2402	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il a également reçu des lettres de Jozef Loth de Rennes	0.6478074714043929	0.0	821	10
br2fr	mistral-large-2402	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Son père l'a eu en 1910	0.706351644042621	0.0	821	8
br2fr	mistral-large-2402	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Comme il devait apprendre les langues, il a pensé que son père apprécierait ce petit dictionnaire	0.8174237260752828	0.0	821	19
br2fr	claude-3-opus-20240229	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Souvenirs : dictionnaire Ernod 1927	0.9166901572306796	0.0	847	5
br2fr	claude-3-opus-20240229	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 Vers la fin, ce déménagement-ci est proche d'être terminé	0.731799966680406	0.0	847	13
br2fr	claude-3-opus-20240229	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après l'emballage, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le « Dictionnaire breton-français » d'Emile Ernault (1852-1938) publié en 1927	0.9708001349067464	0.0	847	29
br2fr	claude-3-opus-20240229	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	0.9999991458844713	0.0	847	11
br2fr	claude-3-opus-20240229	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas qu'il est pauvre et laid	0.903382273416342	0.0	847	10
br2fr	claude-3-opus-20240229	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Une multitude de mots y sont couchés, des mots par exemple entendus par lui de son épouse, une demoiselle Herri, une Ouessantine au langage très riche	0.8571243812250093	0.0	847	26
br2fr	claude-3-opus-20240229	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton seul à Saint-Brieuc, étant adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, on a besoin de parler et d'écouter des bretonnants de naissance	0.9569301964931712	0.0	847	40
br2fr	claude-3-opus-20240229	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il a également suivi les cours de Joseph Loth à Rennes	0.9683662990655112	0.0	847	10
br2fr	claude-3-opus-20240229	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père était né en 1910	0.966612544590393	0.0	847	8
br2fr	claude-3-opus-20240229	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Comme il était enclin à apprendre les langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	0.9017942739249568	0.0	847	19
br2fr	gemini-1.5-pro-001	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Souvenirs : dictionnaire Ernod 1927	0.9166941355825868	0.0	693	5
br2fr	gemini-1.5-pro-001	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 Le déménagement est enfin presque terminé	0.8641619031399217	0.0	693	13
br2fr	gemini-1.5-pro-001	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après avoir emballé, il faut déballer, et dans un des cartons de livres j’ai retrouvé « Geriadurig brezonek-gallek » d’Emile Ernault (1852-1938) publié en 1927	0.8753584309483029	0.0	693	29
br2fr	gemini-1.5-pro-001	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C’est un petit livre de 9 centimètres sur 13,5 centimètres	0.9861265888788716	0.0	693	11
br2fr	gemini-1.5-pro-001	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne veut pas dire pauvre et sans valeur	0.929562934478634	0.0	693	10
br2fr	gemini-1.5-pro-001	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Un certain nombre de mots y sont couchés, des mots par exemple qu’il avait entendus de sa femme, une demoiselle Herri, une Ouessantine au langage très riche	0.8287132813210205	0.0	693	26
br2fr	gemini-1.5-pro-001	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton tout seul à Saint-Brieuc alors qu’il était adulte, c’est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu’on vient d’apprendre une langue on a besoin de parler et d’écouter des bretonnants de naissance	0.9521212811919666	0.0	693	40
br2fr	gemini-1.5-pro-001	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il a suivi aussi les cours de Joseph Loth à Rennes	0.9713231480008452	0.0	693	10
br2fr	gemini-1.5-pro-001	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	1.0000000859918794	0.0	693	8
br2fr	gemini-1.5-pro-001	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Comme il était doué pour apprendre les langues, son père pensait que ce dictionnaire pourrait plaire à son fils	0.8728255768192261	0.0	693	19
br2fr	gpt-3.5-turbo-0125	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	.	0.0529117830114497	0.00069	766	5
br2fr	gpt-4-turbo-2024-04-09	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Souvenirs : dictionnaire Ernod 1927	0.9166762944351003	0.006555	743	5
br2fr	gpt-4-turbo-2024-04-09	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 Enfin, cette migration est presque terminée	0.7331223491187517	0.006555	743	13
br2fr	gpt-4-turbo-2024-04-09	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le « Petit dictionnaire breton-français » d'Emile Ernault (1852-1938) publié en 1927	0.9944017193486352	0.006555	743	29
br2fr	gpt-4-turbo-2024-04-09	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	0.9999991860150836	0.006555	743	11
br2fr	gpt-4-turbo-2024-04-09	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas qu'il soit pauvre et sans intérêt	0.9342535804198864	0.006555	743	10
br2fr	gpt-4-turbo-2024-04-09	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Il contient une multitude de mots, des mots par exemple entendus par lui de sa femme, une demoiselle Herri, une Oueloùarde très riche en langue	0.9136221517768818	0.006555	743	26
br2fr	gpt-4-turbo-2024-04-09	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton tout seul à Saint-Brieuc alors qu'il était adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	0.9669908151490808	0.006555	743	40
br2fr	gpt-4-turbo-2024-04-09	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il avait également suivi les cours de Jozef Loth à Rennes	0.916462298976569	0.006555	743	10
br2fr	gpt-4-turbo-2024-04-09	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	0.9999984997319912	0.006555	743	8
br2fr	gpt-4-turbo-2024-04-09	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Doué comme il était pour les langues, il pensa que ce petit dictionnaire pourrait plaire à son fils	0.8518748240060464	0.006555	743	19
br2fr	gpt-4o-2024-05-13	Eñvorennoù : geriadur Ernod 1927	Souvenirs : dictionnaire Ernault 1927	Souvenirs : dictionnaire Ernault 1927	0.9999989954631584	0.005855	663	5
br2fr	gpt-4o-2024-05-13	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Enfin, le déménagement chez moi est presque terminé	 Finalement, ce déménagement est presque terminé	0.8422274695834608	0.005855	663	13
br2fr	gpt-4o-2024-05-13	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Après avoir emballé, il faut déballer, et dans une des boîtes de livres, j'ai retrouvé le « Petit dictionnaire breton-français » d'Emile Ernault (1852-1938) publié en 1927	0.9925605895236268	0.005855	663	29
br2fr	gpt-4o-2024-05-13	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	0.9999991807873144	0.005855	663	11
br2fr	gpt-4o-2024-05-13	 Bihan ne dalvez ket ez eo paour ha divalav	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Petit ne signifie pas qu'il est pauvre et insignifiant	0.958847235058652	0.005855	663	10
br2fr	gpt-4o-2024-05-13	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Un tas de mots y sont couchés, des mots par exemple entendus par lui de sa femme, une demoiselle Herri, une Oueloùardez très riche en langue	0.8283463069175998	0.005855	663	26
br2fr	gpt-4o-2024-05-13	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault avait appris le breton tout seul à Saint-Brieuc alors qu'il était adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une langue, il est nécessaire de parler et d'écouter les locuteurs natifs	0.968171418010083	0.005855	663	40
br2fr	gpt-4o-2024-05-13	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Il suivit également les cours de Joseph Loth à Rennes	 Il suivit aussi les cours de Joseph Loth à Rennes	0.9922182195713196	0.005855	663	10
br2fr	gpt-4o-2024-05-13	 Ganet e oa ma zad e 1910	 Mon père est né en 1910	 Mon père est né en 1910	0.9999390081747656	0.005855	663	8
br2fr	gpt-4o-2024-05-13	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Porté comme il l'était à apprendre des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	0.8977307244243423	0.005855	663	19
fr2br	command-r-plus	Souvenirs : dictionnaire Ernault 1927	Eñvorennoù : geriadur Ernod 1927	Kouevennoù : Geriadur Ernault 1927	0.6502858407288481	0.0	721	5
fr2br	command-r-plus	 Enfin, le déménagement chez moi est presque terminé	 A-benn ar fin ez eo tost an dilojadeg du-mañ da vezañ echu	 Tre a-fin ar c'hastell-digant-me a zo ken touseklet	0.4980900954406895	0.0	721	9
fr2br	command-r-plus	" Après avoir emballé, il faut déballer, et dans l'une des boîtes de livres, j'ai retrouvé le ""Petit dictionnaire breton-français"" d'Émile Ernault (1852-1938) publié en 1927"	 Goude pakañ e vez dispakañ d’ober, hag e-barzh unan eus ar boestadoù levrioù em eus adkavet « Geriadurig brezonekgallek » Emile Ernault (1852- 1938) embannet er bloavezh 1927	" Goude bezañ bet kaset en diled, ret eo degaset, ha en ur boest eus ar c'hevred, kavet 'voe ""Ar Geriadur Bihan breton-galleg"" Emilien Ernault (1852-1938) embannet en 1927"	0.6457504313279646	0.0	721	26
fr2br	command-r-plus	 C'est un petit livre de 9 centimètres sur 13,5 centimètres	 Un tamm levrig bihan eo 9 santimetr dre 13,5 santimetr	 Ma vo morse, levr bihan 9 centimetr war 13,5	0.6399812703668979	0.0	721	11
fr2br	command-r-plus	 Petit ne signifie pas qu'il est pauvre et sans valeur	 Bihan ne dalvez ket ez eo paour ha divalav	 Bihan n'ouent ket evel-just paour hag hep gwer	0.7181648397076341	0.0	721	11
fr2br	command-r-plus	 Il contient une multitude de mots, des mots qu'il avait entendus de sa femme, une demoiselle Herri, une femme du Goëlo avec un parler riche	 Ur bern gerioù a zo kouchet e-barzh, gerioù da skouer bet klevet gantañ gant e bried, un dimezell Herri, ur Oueloùardez anezhi pinvidik-tre he yezh	 E c'heller glevet ur c'hloar-hervezh eus ar gerioù, ar gerioù a skouezas enta da venn, ur c'hentan Herri, ur venn eus ar Goello gant ur yezh a venn	0.6440798250525482	0.0	721	26
fr2br	command-r-plus	 Émile Ernault avait appris le breton par lui-même à Saint-Brieuc alors qu'il était déjà adulte, c'est pourquoi il avait écouté attentivement la langue de sa femme, car lorsqu'on apprend une nouvelle langue, il est nécessaire de parler et d'écouter des locuteurs natifs	 Emile Ernault en doa desket brezhoneg e-unan e Sant-Brieg hag eñ den-bras, setu perak en devoa selaouet pizh yezh e wreg, rak pa vez nevez desket ur yezh e vez ezhomm da gomz ha da selaou ouzh brezhonegerien avihanik	 Skrivet 'oa bet brezhoneg gant Emil Ernault e-unan e Sant-Brieg pa oa bet kenta, rak-se a gouskassas da c'houstumiñ gant kentañ ar yezh a venn, rak pe c'hallfennas yezh nevez, ret eo kaozeal hag a c'houstumiñ gant brezhonegerien	0.7479733458957654	0.0	721	43
fr2br	command-r-plus	 Il suivit également les cours de Joseph Loth à Rennes	 Heuilh a reas kentelioù Jozef Loth e Roazhon ivez	 Skrivet 'oa bet e c'hellerusioù Joseph Loth er Roazhon	0.7950131758154522	0.0	721	11
fr2br	command-r-plus	 Mon père est né en 1910	 Ganet e oa ma zad e 1910	 Ganet 'oa meit dad en 1910	0.852570181154119	0.0	721	7
fr2br	command-r-plus	 Passionné d'apprentissage des langues, son père pensa que ce petit dictionnaire pourrait plaire à son fils	 Tuet evel ma oa da zeskiñ yezhoù, e soñjas d’e dad e c’hallfe ar geriadurig-se plijout d’e vab	 Gant ar c'hentañ a veze graet brezhoneg, rogas a rae da benn ar geriadur bihan-se da goustumiñ da vab	0.6612963785544809	0.0	721	17
fr2br	llama3-70b-8192	Souvenirs : dictionnaire Ernault 1927	Eñvorennoù : geriadur Ernod 1927	Kevreiz : geriadur Ernault 1927	0.55997768613045	0.0	718	5
