task	model	src	target	prediction	score	price	n_tokens	src_n_words
br2fr	llama3-70b-8192	"Ma hini goz a oa o skubañ an ti hag a arruas war doull an nor gand he skubelenn.
"	"Ma vieille était en train de balayer la maison et est arrivée sur le seuil de la porte avec son balai.
"	"Mon vieux était en train de nettoyer la maison et de balayer le sol avec sa balayette.
"	0.7805471058917148	0.0	1144	19
br2fr	llama3-70b-8192	"-""Petra, emezi, a vank d'an ôtrounez-ze? Dond da blantan kôl-radom 'n em fark? Mond da stoupaiñ gand espejou a hiz nevez, petra eo ar fardaj-se? Komzet din deuz kôl d'ober zoubenn ha kôl sklech d'ar moh ha d'ar lapined"""	"-"" Quoi, a-t-elle dit, qu'est-ce qui manque à ces messieurs? Venir planter des choux-radômes dans notre champ? Aller boucher avec des espèces de nouvelle mode, qu'est-ce que c'est que cette manigance? Parlez-moi de choux pour faire de la soupe et de choux fourragers pour les porcs et les lapins"""	"-""Quoi, emezi, a vank d'an ôtrounez-ze? Dond da blantan kôl-radom 'n em fark? Mond da stoupaiñ gand espejou a hiz nevez, petra eo ar fardaj-se? Komzet din deuz kôl d'ober zoubenn ha kôl sklech d'ar moh ha d'ar lapined"""	0.3808279207870632	0.0	1144	39
br2fr	llama3-70b-8192	" 
"	" 
"	" 
"	1.0000001202603004	0.0	1144	2
br2fr	llama3-70b-8192	"Ne dalv ket ar boan deoh grognal, emeze, pa ne gomprenet netra. 
"	"Cela ne vaut pas la peine de vous énerver, ont-ils dit, car vous ne comprenez rien. 
"	"Ne dalv ket ar boan deoh grognal, emeze, pa ne gomprenet netra. 
"	0.2698974110923162	0.0	1144	13
br2fr	llama3-70b-8192	"Pa vo savet ar radom, e vefet lakeet e-barz evel ""gardianed"" hag e honezfet brao ho puhez.
"	"Quand le radôme sera construit, vous serez mis dedans comme gardiens et vous gagnerez joliment votre vie.
"	"Quand le Radom sera prêt, il sera laissé à l'intérieur comme un ""gardien"" et il sera très fier de son travail.
"	0.608377702767483	0.0	1144	17
br2fr	mistral-large-2402	"Ar Radom e Pleuveur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	0.9999999368569202	0.0	1177	4
br2fr	mistral-large-2402	Klevet ho-peus 'michans komz deuz ar Radom? Ma! setu aze eur mekanik hag e-neus lakeet ahanon da dapoud tomm	Avez-vous peut-être entendu parler du Radôme? Eh bien! voilà une machine qui m'a fait prendre un coup de chaud	Avez-vous entendu parler du Radôme ? Mais oui, c'est un mécanicien qui m'a dit qu'il allait bientôt tomber en panne	0.7164910424748738	0.0	1177	19
br2fr	mistral-large-2402	"Me oa o chom du-hont en ti bihan ruz hag a veve brao deuz ma zamm douar.
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon petit bout de terre. 
"	"J'étais juste à côté dans une petite maison rouge et il pleuvait fort dehors.
"	0.6151366959800487	0.0	1177	17
br2fr	mistral-large-2402	"Setu eun devez e oan o plantaň kôl eh erruas tri pe bevar ôtrou da zelled ha da vuzuri, hag int da lared din: << Ma den mad, emeze, ne dalvez ket ar boan deoh plantaň kôl aze rag nim a ha da gemer ho touar da blantañ e-barz eur gôlenn all hag a raio eur bomeenn diforh deuz ar re a oh o lakaad aze"""	"Voici qu'un jour où je plantais des choux, trois ou quatre messieurs sont arrivés pour regarder et mesurer, et ils m'ont dit : ""Mon bon monsieur, ont-ils dit, cela ne vaut pas la peine de planter des choux ici car nous allons prendre votre terre pour y planter une autre sorte de chou qui fera un pommé différent de ceux que vous plantez ici"""	"C'est une terre où mes plants de choux ont été attaqués par trois ou quatre autres pour être vendus et m'a dit : ""Mon cher homme, ma femme, vous ne devriez pas planter de choux ici car ils vont aller dans le jardin d'un autre qui a un grand arbre fruitier et qui donne un gros pommier aux ceux qui le veulent"""	0.7556978159175873	0.0	1177	66
br2fr	mistral-large-2402	"""Petra? 'mome. N'eo ket posubl avad, rag da gaoud kôl pome n'eus ket a seurt din-me. 
"	"""Quoi? ai-je dit. Ce n'est pas possible bon sang, car pour avoir des choux pommés, il n'y a pas mieux que les miens. 
"	"""Quoi ? Ma chère. Ce n'est pas possible, car pour avoir des pommes, je n'ai pas de graines.
"	0.7092818643239155	0.0	1177	17
br2fr	mistral-large-2402	Warlene em-oa reou ha pa vije d'ober lakaad unan er zoubenn, e ranke ma gwreg ha me kregi on-daou er bommeen evid teurel anezi er pot-houarn	L'année dernière, j'en avais et quand il fallait en mettre un dans la soupe, ma femme et moi devions nous y mettre à deux pour prendre le pommé pour le jeter dans la marmite	Il y avait des renards et quand ils voulaient prendre un dans le piège, ils mettaient ma jambe et mon cou dans le pommier pour tirer les autres hors du trou	0.4474429925807565	0.0	1177	26
br2fr	mistral-large-2402	" 
"	"
"	" 
"	0.851008407204676	0.0	1177	2
br2fr	mistral-large-2402	"Me houlenn petore espes eo ho reou ma'h int kaerroh evid ar re-mañ?""
"	"Je demande quelle sorte sont les vôtres s'ils sont plus beaux que ceux-ci?"" 
"	"Mais quel genre de piège spécial ont-ils pour attraper ces renards ?""
"	0.3944486477124432	0.0	1177	13
br2fr	mistral-large-2402	"""Ar gôlenn ah eom nim da blantaň aman, emeze, a zo eur radom"".
"	"""Le chou que nous allonsi, nous, planter ici, ont-ils dit, est un radôme"".
"	"""Le jardin que je vais planter, ma femme, est un radôme"".
"	0.7246317535398488	0.0	1177	13
br2fr	mistral-large-2402	"Ma hini goz a oa o skubañ an ti hag a arruas war doull an nor gand he skubelenn.
"	"Ma vieille était en train de balayer la maison et est arrivée sur le seuil de la porte avec son balai.
"	"Ma grand-mère était en train de nettoyer la maison et elle a trouvé quelque chose avec son balai.
"	0.7323524109151632	0.0	1177	19
br2fr	mistral-large-2402	"-""Petra, emezi, a vank d'an ôtrounez-ze? Dond da blantan kôl-radom 'n em fark? Mond da stoupaiñ gand espejou a hiz nevez, petra eo ar fardaj-se? Komzet din deuz kôl d'ober zoubenn ha kôl sklech d'ar moh ha d'ar lapined"""	"-"" Quoi, a-t-elle dit, qu'est-ce qui manque à ces messieurs? Venir planter des choux-radômes dans notre champ? Aller boucher avec des espèces de nouvelle mode, qu'est-ce que c'est que cette manigance? Parlez-moi de choux pour faire de la soupe et de choux fourragers pour les porcs et les lapins"""	"-""Quoi, ma chère, que pensez-vous de cette chose ? Allons planter des choux-radômes ? Venez avec des miroirs à sa nouvelle hauteur, qu'est-ce que c'est que cette barbe ? Dis-moi comment faire des pommes et comment éloigner les mouches et les lapins"""	0.7344238124790216	0.0	1177	39
br2fr	mistral-large-2402	" 
"	" 
"	" 
"	0.9999987996113864	0.0	1177	2
br2fr	mistral-large-2402	"Ne dalv ket ar boan deoh grognal, emeze, pa ne gomprenet netra. 
"	"Cela ne vaut pas la peine de vous énerver, ont-ils dit, car vous ne comprenez rien. 
"	"Le travail ne devrait pas être difficile, ma chère, si vous ne comprenez rien.
"	0.4775388163333774	0.0	1177	13
br2fr	mistral-large-2402	"Pa vo savet ar radom, e vefet lakeet e-barz evel ""gardianed"" hag e honezfet brao ho puhez.
"	"Quand le radôme sera construit, vous serez mis dedans comme gardiens et vous gagnerez joliment votre vie.
"	"Quand le radôme a été découvert, il a été appelé ""gardiens"" et sa vie a été brisée.
"	0.5672312479625351	0.0	1177	17
br2fr	claude-3-opus-20240229	"Ar Radom e Pleuveur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	"Le Radôme à Pleuveur-Bodou.
"	0.9651942928669868	0.0	1254	4
br2fr	claude-3-opus-20240229	Klevet ho-peus 'michans komz deuz ar Radom? Ma! setu aze eur mekanik hag e-neus lakeet ahanon da dapoud tomm	Avez-vous peut-être entendu parler du Radôme? Eh bien! voilà une machine qui m'a fait prendre un coup de chaud	Vous avez peut-être entendu parler du Radôme? Eh bien! voilà une mécanique qui m'a fait attraper chaud	0.9088100323306312	0.0	1254	19
br2fr	claude-3-opus-20240229	"Me oa o chom du-hont en ti bihan ruz hag a veve brao deuz ma zamm douar.
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon petit bout de terre. 
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon lopin de terre.
"	0.970196004759819	0.0	1254	17
br2fr	claude-3-opus-20240229	"Setu eun devez e oan o plantaň kôl eh erruas tri pe bevar ôtrou da zelled ha da vuzuri, hag int da lared din: << Ma den mad, emeze, ne dalvez ket ar boan deoh plantaň kôl aze rag nim a ha da gemer ho touar da blantañ e-barz eur gôlenn all hag a raio eur bomeenn diforh deuz ar re a oh o lakaad aze"""	"Voici qu'un jour où je plantais des choux, trois ou quatre messieurs sont arrivés pour regarder et mesurer, et ils m'ont dit : ""Mon bon monsieur, ont-ils dit, cela ne vaut pas la peine de planter des choux ici car nous allons prendre votre terre pour y planter une autre sorte de chou qui fera un pommé différent de ceux que vous plantez ici"""	"Voilà qu'un jour, alors que je plantais des choux, trois ou quatre messieurs arrivèrent pour regarder et mesurer, et ils me dirent: << Mon brave homme, dirent-ils, cela ne vaut pas la peine de planter des choux ici car nous allons prendre votre terre pour planter dans un autre champ qui fera des choux complètement différents de ceux que vous mettez ici"""	0.9454966322828458	0.0	1254	66
br2fr	claude-3-opus-20240229	"""Petra? 'mome. N'eo ket posubl avad, rag da gaoud kôl pome n'eus ket a seurt din-me. 
"	"""Quoi? ai-je dit. Ce n'est pas possible bon sang, car pour avoir des choux pommés, il n'y a pas mieux que les miens. 
"	"""Quoi? dis-je. Ce n'est pas possible pourtant, car pour avoir des choux, il n'y en a pas comme les miens.
"	0.8464297203305515	0.0	1254	17
br2fr	claude-3-opus-20240229	Warlene em-oa reou ha pa vije d'ober lakaad unan er zoubenn, e ranke ma gwreg ha me kregi on-daou er bommeen evid teurel anezi er pot-houarn	L'année dernière, j'en avais et quand il fallait en mettre un dans la soupe, ma femme et moi devions nous y mettre à deux pour prendre le pommé pour le jeter dans la marmite	L'an dernier, j'avais des choux et quand il fallait en mettre un dans la soupe, ma femme et moi devions nous y mettre à deux pour jeter le chou dans la marmite	0.8492207423386426	0.0	1254	26
br2fr	claude-3-opus-20240229	" 
"	"
"	"
"	0.999999161381528	0.0	1254	2
br2fr	claude-3-opus-20240229	"Me houlenn petore espes eo ho reou ma'h int kaerroh evid ar re-mañ?""
"	"Je demande quelle sorte sont les vôtres s'ils sont plus beaux que ceux-ci?"" 
"	"Je demande quelle espèce sont vos choux s'ils sont plus beaux que ceux-ci?""
"	0.8225350364252755	0.0	1254	13
br2fr	claude-3-opus-20240229	"""Ar gôlenn ah eom nim da blantaň aman, emeze, a zo eur radom"".
"	"""Le chou que nous allonsi, nous, planter ici, ont-ils dit, est un radôme"".
"	"""Le champ que nous allons planter ici, dirent-ils, c'est un radôme"".
"	0.8908349520554488	0.0	1254	13
br2fr	claude-3-opus-20240229	"Ma hini goz a oa o skubañ an ti hag a arruas war doull an nor gand he skubelenn.
"	"Ma vieille était en train de balayer la maison et est arrivée sur le seuil de la porte avec son balai.
"	"Ma vieille était en train de balayer la maison et elle arriva sur le seuil de la porte avec son balai.
"	0.9951344539552928	0.0	1254	19
br2fr	claude-3-opus-20240229	"-""Petra, emezi, a vank d'an ôtrounez-ze? Dond da blantan kôl-radom 'n em fark? Mond da stoupaiñ gand espejou a hiz nevez, petra eo ar fardaj-se? Komzet din deuz kôl d'ober zoubenn ha kôl sklech d'ar moh ha d'ar lapined"""	"-"" Quoi, a-t-elle dit, qu'est-ce qui manque à ces messieurs? Venir planter des choux-radômes dans notre champ? Aller boucher avec des espèces de nouvelle mode, qu'est-ce que c'est que cette manigance? Parlez-moi de choux pour faire de la soupe et de choux fourragers pour les porcs et les lapins"""	"-""Quoi, dit-elle, que veulent ces messieurs? Venir planter des choux-radômes dans mon champ? Aller se baisser avec des espèces de mode nouvelle, qu'est-ce que c'est que ce bazar? Parlez-moi de choux pour faire de la soupe et de choux à vache pour les cochons et les lapins"""	0.9439489189255816	0.0	1254	39
br2fr	claude-3-opus-20240229	" 
"	" 
"	"
"	0.851008407204676	0.0	1254	2
br2fr	claude-3-opus-20240229	"Ne dalv ket ar boan deoh grognal, emeze, pa ne gomprenet netra. 
"	"Cela ne vaut pas la peine de vous énerver, ont-ils dit, car vous ne comprenez rien. 
"	"Cela ne vaut pas la peine de grogner, dirent-ils, puisque vous n'y comprenez rien.
"	0.8363271492520838	0.0	1254	13
br2fr	claude-3-opus-20240229	"Pa vo savet ar radom, e vefet lakeet e-barz evel ""gardianed"" hag e honezfet brao ho puhez.
"	"Quand le radôme sera construit, vous serez mis dedans comme gardiens et vous gagnerez joliment votre vie.
"	"Quand le radôme sera construit, vous serez mis dedans comme ""gardiens"" et vous gagnerez bien votre vie.
"	0.9828620518331466	0.0	1254	17
br2fr	gemini-1.5-flash	"Ar Radom e Pleuveur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	"Le Radom à Pleuveur-Bodou.
"	0.7227672513321806	0.0	1027	4
br2fr	gemini-1.5-flash	Klevet ho-peus 'michans komz deuz ar Radom? Ma! setu aze eur mekanik hag e-neus lakeet ahanon da dapoud tomm	Avez-vous peut-être entendu parler du Radôme? Eh bien! voilà une machine qui m'a fait prendre un coup de chaud	Avez-vous entendu parler du Radom ? Mais ! voilà un mécanicien qui m'a mis à l'aise. 	0.5851311589213044	0.0	1027	19
br2fr	gemini-1.5-flash	"Me oa o chom du-hont en ti bihan ruz hag a veve brao deuz ma zamm douar.
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon petit bout de terre. 
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon petit bout de terre.
"	0.9846455666655074	0.0	1027	17
br2fr	gemini-1.5-flash	"Setu eun devez e oan o plantaň kôl eh erruas tri pe bevar ôtrou da zelled ha da vuzuri, hag int da lared din: << Ma den mad, emeze, ne dalvez ket ar boan deoh plantaň kôl aze rag nim a ha da gemer ho touar da blantañ e-barz eur gôlenn all hag a raio eur bomeenn diforh deuz ar re a oh o lakaad aze"""	"Voici qu'un jour où je plantais des choux, trois ou quatre messieurs sont arrivés pour regarder et mesurer, et ils m'ont dit : ""Mon bon monsieur, ont-ils dit, cela ne vaut pas la peine de planter des choux ici car nous allons prendre votre terre pour y planter une autre sorte de chou qui fera un pommé différent de ceux que vous plantez ici"""	"Un jour, alors que je plantais des pommes de terre, trois ou quatre messieurs sont arrivés pour regarder et mesurer, et ils m'ont dit : ""Mon bon monsieur, ont-ils dit, il ne sert à rien de planter des pommes de terre ici car nous allons prendre votre terre pour la planter dans une autre pomme de terre qui fera une bombe formidable pour ceux que vous mettez là."""	0.8153209557743634	0.0	1027	66
br2fr	gemini-1.5-flash	"""Petra? 'mome. N'eo ket posubl avad, rag da gaoud kôl pome n'eus ket a seurt din-me. 
"	"""Quoi? ai-je dit. Ce n'est pas possible bon sang, car pour avoir des choux pommés, il n'y a pas mieux que les miens. 
"	"""Quoi ? ai-je dit. Ce n'est pas possible, car pour avoir des pommes de terre, je n'ai pas ce genre de terre. 
"	0.7317184422544789	0.0	1027	17
br2fr	gemini-1.5-flash	Warlene em-oa reou ha pa vije d'ober lakaad unan er zoubenn, e ranke ma gwreg ha me kregi on-daou er bommeen evid teurel anezi er pot-houarn	L'année dernière, j'en avais et quand il fallait en mettre un dans la soupe, ma femme et moi devions nous y mettre à deux pour prendre le pommé pour le jeter dans la marmite	"J'étais déjà fatigué et si j'avais dû en planter une au fond du jardin, ma femme et moi aurions commencé à deux à la bombarder pour la mettre dans le pot-au-feu."""	0.5450072784728826	0.0	1027	26
br2fr	gemini-1.5-flash	" 
"	"
"	" 
"	0.851008407204676	0.0	1027	2
br2fr	gemini-1.5-flash	"Me houlenn petore espes eo ho reou ma'h int kaerroh evid ar re-mañ?""
"	"Je demande quelle sorte sont les vôtres s'ils sont plus beaux que ceux-ci?"" 
"	"Je leur ai demandé quelle espèce étaient leurs pommes de terre si elles étaient bonnes pour celles-ci ?""
"	0.6268190402997982	0.0	1027	13
br2fr	gemini-1.5-flash	"""Ar gôlenn ah eom nim da blantaň aman, emeze, a zo eur radom"".
"	"""Le chou que nous allonsi, nous, planter ici, ont-ils dit, est un radôme"".
"	"""La pomme de terre que nous allons planter ici, ont-ils dit, est un radom"".
"	0.7779101629532466	0.0	1027	13
br2fr	gemini-1.5-flash	"Ma hini goz a oa o skubañ an ti hag a arruas war doull an nor gand he skubelenn.
"	"Ma vieille était en train de balayer la maison et est arrivée sur le seuil de la porte avec son balai.
"	"Mon vieux chien était en train de nettoyer la maison et est arrivé à la porte avec son balai.
"	0.7386324035894585	0.0	1027	19
br2fr	gemini-1.5-flash	"-""Petra, emezi, a vank d'an ôtrounez-ze? Dond da blantan kôl-radom 'n em fark? Mond da stoupaiñ gand espejou a hiz nevez, petra eo ar fardaj-se? Komzet din deuz kôl d'ober zoubenn ha kôl sklech d'ar moh ha d'ar lapined"""	"-"" Quoi, a-t-elle dit, qu'est-ce qui manque à ces messieurs? Venir planter des choux-radômes dans notre champ? Aller boucher avec des espèces de nouvelle mode, qu'est-ce que c'est que cette manigance? Parlez-moi de choux pour faire de la soupe et de choux fourragers pour les porcs et les lapins"""	"-""Quoi, a-t-il dit, qui manque à ces messieurs ? Venir planter des pommes de terre-radom dans mon jardin ? Aller se baisser avec des espèces de nouvelles inventions, quel est ce charabia ? Parlez-moi de pommes de terre pour faire du fond de jardin et des pommes de terre pour les cochons et les lapins."""	0.7837595793094987	0.0	1027	39
br2fr	gemini-1.5-flash	" 
"	" 
"	" 
"	1.0000001202603004	0.0	1027	2
br2fr	gemini-1.5-flash	"Ne dalv ket ar boan deoh grognal, emeze, pa ne gomprenet netra. 
"	"Cela ne vaut pas la peine de vous énerver, ont-ils dit, car vous ne comprenez rien. 
"	"Il ne sert à rien de vous énerver, ont-ils dit, puisque vous ne comprenez rien. 
"	0.9215041571426268	0.0	1027	13
br2fr	gemini-1.5-flash	"Pa vo savet ar radom, e vefet lakeet e-barz evel ""gardianed"" hag e honezfet brao ho puhez.
"	"Quand le radôme sera construit, vous serez mis dedans comme gardiens et vous gagnerez joliment votre vie.
"	"Quand le radom sera construit, vous serez mis dedans comme ""gardiens"" et vous vivrez bien votre vie.
"	0.8133586740698999	0.0	1027	17
br2fr	gemini-1.5-pro-001	"Ar Radom e Pleuveur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	0.9999999368569202	0.0	1029	4
br2fr	gemini-1.5-pro-001	Klevet ho-peus 'michans komz deuz ar Radom? Ma! setu aze eur mekanik hag e-neus lakeet ahanon da dapoud tomm	Avez-vous peut-être entendu parler du Radôme? Eh bien! voilà une machine qui m'a fait prendre un coup de chaud	Avez-vous déjà entendu parler du Radôme ? Eh bien ! c'est un engin qui m'a fait avoir chaud !	0.8919928813984054	0.0	1029	19
br2fr	gemini-1.5-pro-001	"Me oa o chom du-hont en ti bihan ruz hag a veve brao deuz ma zamm douar.
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon petit bout de terre. 
"	"J'habitais là-bas dans la petite maison rouge et je vivais bien de mon lopin de terre.
"	0.9701949595330338	0.0	1029	17
br2fr	gemini-1.5-pro-001	"Setu eun devez e oan o plantaň kôl eh erruas tri pe bevar ôtrou da zelled ha da vuzuri, hag int da lared din: << Ma den mad, emeze, ne dalvez ket ar boan deoh plantaň kôl aze rag nim a ha da gemer ho touar da blantañ e-barz eur gôlenn all hag a raio eur bomeenn diforh deuz ar re a oh o lakaad aze"""	"Voici qu'un jour où je plantais des choux, trois ou quatre messieurs sont arrivés pour regarder et mesurer, et ils m'ont dit : ""Mon bon monsieur, ont-ils dit, cela ne vaut pas la peine de planter des choux ici car nous allons prendre votre terre pour y planter une autre sorte de chou qui fera un pommé différent de ceux que vous plantez ici"""	"Un jour que je plantais des choux, voilà que trois ou quatre individus arrivent pour regarder et mesurer, et ils me disent : << Mon brave, me disent-ils, ça ne sert à rien de planter des choux ici car nous allons prendre votre terrain pour y planter comme ça une grande antenne et en faire une bombe différente de celles qu'on fait là-bas. """	0.7821630527136914	0.0	1029	66
br2fr	gemini-1.5-pro-001	"""Petra? 'mome. N'eo ket posubl avad, rag da gaoud kôl pome n'eus ket a seurt din-me. 
"	"""Quoi? ai-je dit. Ce n'est pas possible bon sang, car pour avoir des choux pommés, il n'y a pas mieux que les miens. 
"	""" Quoi ? mon vieux. Ce n'est pas possible, car pour manger des choux, il n'y a pas mieux que les miens. 
"	0.810643906667343	0.0	1029	17
br2fr	gemini-1.5-pro-001	Warlene em-oa reou ha pa vije d'ober lakaad unan er zoubenn, e ranke ma gwreg ha me kregi on-daou er bommeen evid teurel anezi er pot-houarn	L'année dernière, j'en avais et quand il fallait en mettre un dans la soupe, ma femme et moi devions nous y mettre à deux pour prendre le pommé pour le jeter dans la marmite	"Déjà qu'ils sont gros et si on devait en mettre un dans la soupe, il faudrait que ma femme et moi nous y mettions à deux à la bombe pour la jeter dans la marmite."""	0.6251817636608332	0.0	1029	26
br2fr	gemini-1.5-pro-001	" 
"	"
"	" 
"	0.8512536095167054	0.0	1029	2
br2fr	gemini-1.5-pro-001	"Me houlenn petore espes eo ho reou ma'h int kaerroh evid ar re-mañ?""
"	"Je demande quelle sorte sont les vôtres s'ils sont plus beaux que ceux-ci?"" 
"	"Je demande quelle espèce sont vos choux puisqu'ils sont plus costauds que ceux-ci ?""
"	0.6803120355993989	0.0	1029	13
br2fr	gemini-1.5-pro-001	"""Ar gôlenn ah eom nim da blantaň aman, emeze, a zo eur radom"".
"	"""Le chou que nous allonsi, nous, planter ici, ont-ils dit, est un radôme"".
"	"""L'antenne que je vais planter ici, me dit-il, c'est un radôme"".
"	0.7578736867402489	0.0	1029	13
br2fr	gemini-1.5-pro-001	"Ma hini goz a oa o skubañ an ti hag a arruas war doull an nor gand he skubelenn.
"	"Ma vieille était en train de balayer la maison et est arrivée sur le seuil de la porte avec son balai.
"	"Ma femme était en train de balayer la maison et elle arriva sur le seuil avec sa pelle.
"	0.8219829929964546	0.0	1029	19
br2fr	gemini-1.5-pro-001	"-""Petra, emezi, a vank d'an ôtrounez-ze? Dond da blantan kôl-radom 'n em fark? Mond da stoupaiñ gand espejou a hiz nevez, petra eo ar fardaj-se? Komzet din deuz kôl d'ober zoubenn ha kôl sklech d'ar moh ha d'ar lapined"""	"-"" Quoi, a-t-elle dit, qu'est-ce qui manque à ces messieurs? Venir planter des choux-radômes dans notre champ? Aller boucher avec des espèces de nouvelle mode, qu'est-ce que c'est que cette manigance? Parlez-moi de choux pour faire de la soupe et de choux fourragers pour les porcs et les lapins"""	"-"" Qu'est-ce qu'il manque encore à ces individus-là ? Ils viennent planter des choux-radôme maintenant ? Ils viennent nous épater avec leurs nouvelles espèces, qu'est-ce que c'est que ce radotage ? Ils m'ont parlé de choux à faire de la soupe et de choux qui éclatent pour les cochons et les lapins"""	0.7768440199580162	0.0	1029	39
br2fr	gemini-1.5-pro-001	" 
"	" 
"	" 
"	1.0000001202603004	0.0	1029	2
br2fr	gemini-1.5-pro-001	"Ne dalv ket ar boan deoh grognal, emeze, pa ne gomprenet netra. 
"	"Cela ne vaut pas la peine de vous énerver, ont-ils dit, car vous ne comprenez rien. 
"	"Ca ne sert à rien de rouspéter, me dit-il, puisque vous n'avez rien compris. 
"	0.7350481598025121	0.0	1029	13
br2fr	gemini-1.5-pro-001	"Pa vo savet ar radom, e vefet lakeet e-barz evel ""gardianed"" hag e honezfet brao ho puhez.
"	"Quand le radôme sera construit, vous serez mis dedans comme gardiens et vous gagnerez joliment votre vie.
"	"Quand le radôme sera construit, vous serez mis dedans comme ""gardiens"" et vous gagnerez bien votre vie.
"	0.9828511044910508	0.0	1029	17
br2fr	gpt-3.5-turbo-0125	"Ar Radom e Pleuveur-Bodou.
"	"Le Radôme à Pleumeur-Bodou.
"	"
"	0.1293897298203737	0.0011755	1215	4
