task_x	src	dst_target	dst_gpt-3.5-turbo	score_gpt-3.5-turbo	price_x	n_tokens_x	src_n_words	task_y	dst_gpt-4-turbo	score_gpt-4-turbo	price_y	n_tokens_y
br2fr	  Ne ouie ket da gentan, petra ‘c’hoare d’ean; mes: pa welas ar gwad o tiveran diouz e c’houg, e krogas da hijan anean evel p’an nike sonjet e oa kousket, hag o welet ne zave ket, hag hen da yudal ken a vije clever a deir leo tro-war-dro	  Il ne savait pas au début ce qui lui était arrivé ; mais quand il vit le sang couler de sa gorge, il commença à le lécher comme s'il pensait qu'il dormait, et voyant qu'il ne se levait pas, il se mit à hurler si fort qu'on pouvait l'entendre à trois lieues à la ronde	 Il ne savait pas d'abord ce qu'il allait faire; mais quand il vit le sang couler de son ventre, il se mit à le lécher comme s'il pensait qu'il dormait, et en le voyant ne pas bouger, il se mit à hurler si fort que trois loups auraient fui autour	0.8517365841208694	0.0009645	1059	50	br2fr	 Il ne savait pas au début ce qui lui arrivait ; mais quand il vit le sang couler de sa gorge, il commença à le lécher comme s'il pensait qu'il dormait, et voyant qu'il ne se levait pas, il se mit à hurler si fort qu'on pouvait l'entendre à trois lieues à la ronde	0.9843889645109616	0.01014	1092
br2fr	  Tud spontet gant e yudadennou e deuas war glevet beteg ennan	  Effrayés par ses hurlements, des gens vinrent voir ce qui se passait	 Les gens effrayés par ses cris vinrent l'entendre jusqu'à lui	0.7736997530272702	0.0009645	1059	13	br2fr	 Des gens effrayés par ses hurlements vinrent à lui entendre	0.8262403066191983	0.01014	1092
br2fr	  O welet al loen bras ha krenv ma oa heman, ne gredent ket tostât	  Voyant le grand et courageux animal qu'il était, ils n'osaient pas s'approcher	 Voyant le grand et fort chien qu'il était, ils n'osaient pas s'approcher	0.8989142848607652	0.0009645	1059	16	br2fr	 Voyant le grand et fort animal qu'il était, ils n'osaient pas s'approcher	0.9444298019518071	0.01014	1092
br2fr	  Mes ar c’hi a deuas beteg enne, o sellet oute	  Mais le chien vint vers eux, les regardant	 Mais le chien vint vers eux, les regardant	0.9567416590045197	0.0009645	1059	12	br2fr	 Mais le chien s'approcha d'eux, les regardant	0.8943696176000488	0.01014	1092
fr2br	﻿Mort et enterré, le père, Herri prit en charge la maison	﻿Maro ha beziet an tad, Herri a arc’hantas an ti	Marvet ha klozet, e dad, Herri a gemeras war e zorn	0.5500494941246146	0.0012230000000000001	1168	11	fr2br	Marvet ha douaret, an tad, Herri a gemeras karg an ti	0.7414155893875728	0.011225	1101
fr2br	  Ensuite, il dit à son frère : — Si tu veux venir avec moi à cheval, tu ne seras pas fatigué et nous irons tous les deux voyager	  Goude, e lâras d’e vreur: — Mar karez dont ganin war ar marc’h, ne vi ket skuiz ha ni ‘yelo hon-daou da vale bro	  En ur goulenn d'e vreur : — Ma fell deoc'h mont gant va c'heval, ne vo ket trawalc'h ha mont a reomp da welet an nor	0.6312743478950409	0.0012230000000000001	1168	30	fr2br	 Goude-se, e lavaras d'e vreur : — Ma fell dit dont ganin war varc'h, ne vi ket skuizh ha mont a raimp hon-daou da veajiñ	0.7012679029794523	0.011225	1101
fr2br	  — Oui, bien sûr, répondit Charles	  — Ya zur, eme Charlez	  — Ya, dreist-oll, respontas Charles	0.5353849364109868	0.0012230000000000001	1168	8	fr2br	 — Ya, sur a-walc'h, a respontas Charlez	0.5630942294208447	0.011225	1101
fr2br	  Les voilà tous deux sur le dos de Dienez ; Keun courait derrière	  Setu i o-daou war gein Dienez; Keun a rede war-lerc’h	  O reont o daou war c'hreiz Dienez; Keun a gourc'hemerzas war-lerc'h	0.7566068557627437	0.0012230000000000001	1168	15	fr2br	 Setu int o-daou war gein Dienez ; Keun a rede a-dreñv	0.8580811870318775	0.011225	1101
fr2br	  Mais Herri était un mauvais frère, semblable à Caïn	  Mes Herri a oa eur breur fall, henvel a-walc’h ouz Kaïn	  Met Herri a oa ur vreur fall, evel Cain	0.6952234336976078	0.0012230000000000001	1168	11	fr2br	 Met Herri a oa ur breur fall, heñvel ouzh Kain	0.7545083086057954	0.011225	1101
fr2br	  Lorsqu'ils furent loin de la maison, et qu'il descendit pour manger un morceau, il dit ensuite à son frère : — Voilà ! Ce ne sont pas des jeux que nous avons ; donne-moi ton argent et ton chien, sinon tu es mort	  Pa oant arru pell diouz ar gêr, hag hen o tiskenn da zibri eun tamm, hag o lâret neuze d’e vreur: — Arsa! emean, neo ket c’hoariou a zo ganimp; ro d'in-me da arc’hant ha da gi, peotramant out maro	  Pa oa bet pell diouzh ar c'hêr, ha pa ziskouezas da zebriñ ur boutigad, e lavaras d'ar vreur : — Setu ! N'eo ket c'hoariou a reomp; ro din da arc'hant ha da c'hilin, pe varv oc'h	0.7976348755359068	0.0012230000000000001	1168	45	fr2br	 Pa oant pell diouzh an ti, ha pa ziskennas evit debriñ un tamm, e lavaras goude d'e vreur : — Setu ! N'eo ket c'hoarioù hon eus ; ro din da arc'hant ha da gi, pe ez out marv	0.713537153142433	0.011225	1101
fr2br	 Il voulait tout avoir pour lui seul : l'argent, pour acheter de beaux vêtements, et le chien aussi, pour être bien vu et monter en grade, s'il le pouvait	 C’hoant an nevoa da gaout pep tra evitan e-unan: an arc’hant, da brenan dilhad kaer, hag ar c’hi ive, evit bean stummet brao, ha sevel en renk, mar gallje	  E fellas dezhañ ober pep tra evit en em ziskouez, ar c'hoariou, evit kavout dudiou bras, ha da c'hilin ivez, evit bezañ gwelloc'h ha mont war-raok, ma c'hallfe	0.5782255947770549	0.0012230000000000001	1168	30	fr2br	 C'hoant en doa da gaout pep tra evitañ e-unan : an arc'hant, evit prenañ dilhad kaer, hag ar c'hi ivez, evit bezañ gwelet mat ha pignat er renk, ma c'hellje	0.83340643481408	0.011225	1101
fr2br	  Son frère resta stupéfait en l'entendant, au point qu'il ne pouvait pas parler	  E vreur a chomas sebezet o klevet anean, ken na oa ket evit komz	  E vreur a chomas dister en he glevet, betek ma ne oa ket e c'halon da gomz	0.7411498643917126	0.0012230000000000001	1168	15	fr2br	 Chomet e oa e vreur souezhet o klevout anezhañ, ken na c'helle ket komz	0.6824201315185178	0.011225	1101
fr2br	  Mais celui-ci saisit ses cheveux et, tirant son couteau, lui coupa la gorge, le jeta dans le fossé et vola l'argent	 Mes heman a grogas en e vleo hag, o tennan e gontell, e troc’has d’ean e c’houg, e taolas anean en doufle, hag e laeras an arc’hant	  Met an hini-se a ziskouezas e zevriou hag, tiskouezas e vouilh, e lakaas e zorn da zourc'henan, e lakaas en-dro en douar, hag e volas an arc'hant	0.5928741619694704	0.0012230000000000001	1168	23	fr2br	 Met hemañ a grogas en e vlev ha, o tennañ e gontell, e troc'has e c'houzoug dezhañ, e daolas anezhañ er foz hag a laeras an arc'hant	0.8325632048172296	0.011225	1101
fr2br	  Puis il sauta de nouveau sur son cheval et partit, en appelant le chien : — Keun ! Keun	  Neuze e lammas adarre war e varc’h hag a-rôk, en eur c’hervel ar c’hi: — Keun! Keun	  A-benn kentañ e reas e ziskouez war e c'heval hag e kroazas, en em lavarout gant ar c'hilin : — Keun ! Keun	0.7673078338955207	0.0012230000000000001	1168	21	fr2br	 Neuze e lammas en-dro war e varc'h hag ez eas kuit, o c'halv ar c'hi : — Keun ! Keun	0.8312181338673355	0.011225	1101
fr2br	 Le pauvre chien était resté à côté de son maître tué	 Ar c’hi paour a ooa chomet e-kichen e vestr lazet	  Ar c'hilin paour a chomas e-kichen e maestr marvet	0.7097734795119535	0.0012230000000000001	1168	12	fr2br	 Ar paourkaezh ki a oa chomet e-kichen e vestr lazhet	0.7500853705241763	0.011225	1101
fr2br	  Il ne savait pas au début ce qui lui était arrivé ; mais quand il vit le sang couler de sa gorge, il commença à le lécher comme s'il pensait qu'il dormait, et voyant qu'il ne se levait pas, il se mit à hurler si fort qu'on pouvait l'entendre à trois lieues à la ronde	  Ne ouie ket da gentan, petra ‘c’hoare d’ean; mes: pa welas ar gwad o tiveran diouz e c’houg, e krogas da hijan anean evel p’an nike sonjet e oa kousket, hag o welet ne zave ket, hag hen da yudal ken a vije clever a deir leo tro-war-dro	  N'eo ket gouest da gentañ petra a oa bet dezhañ; met pa welas ar gwalenn c'hoazh a ziskouez e zorn, e komezas da lakaat e zorn war e zorn evel ma c'houlennas evel-just, hag e welas evel ma ne oa ket o tont da gousket, e komezas da goulenn gant ur c'hrouadur bras e c'hallent e c'hlevet a dri lieue	0.6134415966993014	0.0012230000000000001	1168	57	fr2br	 Ne ouie ket da gentañ petra a oa c'hoarvezet ; met pa welas ar gwad o redek eus e c'houzoug, en em lakaas da e lipat evel pa soñje dezhañ e oa kousket, ha pa welas ne save ket, en em lakaas da yudal ken kreñv ma c'halled e glevout teir leo tro-war-dro	0.7349286210589916	0.011225	1101
fr2br	  Effrayés par ses hurlements, des gens vinrent voir ce qui se passait	  Tud spontet gant e yudadennou e deuas war glevet beteg ennan	  Spontet gant e goulennadoù, aet a reas tud da welet petra a oa o tont	0.6135654133084212	0.0012230000000000001	1168	14	fr2br	 Spontet gant e youc'hadennoù, tud a zeuas da welet petra a c'hoarveze	0.6035939384830874	0.011225	1101
fr2br	  Voyant le grand et courageux animal qu'il était, ils n'osaient pas s'approcher	  O welet al loen bras ha krenv ma oa heman, ne gredent ket tostât	  Gwelloc'h a reas an dud brav hag a reas, n'eo ket gouest da ziskouez	0.5847185745141449	0.0012230000000000001	1168	14	fr2br	 O welout al loen meurdezus ha kalonek ma oa, ne grede ket tostaat	0.7847415187190339	0.011225	1101
fr2br	  Mais le chien vint vers eux, les regardant	  Mes ar c’hi a deuas beteg enne, o sellet oute	  Met ar c'hilin a zeuas d'ho peus, o welet o c'hoari	0.5543860351196042	0.0012230000000000001	1168	10	fr2br	 Met ar c'hi a zeuas etrezek enno, o sellout outo	0.5884470534022082	0.011225	1101
